Accession,Label,ECRECer_result,FEDKEA_result,DeepEC_result
P0DTN9,0,0,0,0
P0DTO0,0,0,0,0
P0DTO1,0,0,0,0
P0DTO2,0,0,0,0
P0DTO3,0,0,0,1
P0DTO4,0,0,0,1
P0DTO7,0,0,0,0
P0DTO8,0,0,0,0
P0DTP2,0,0,0,0
P0DTP3,0,0,0,0
P0DTP4,0,0,0,0
P0DW69,0,0,0,1
P0DX52,0,0,0,0
P0DX67,0,0,0,1
P0DX68,0,0,0,1
P0DX70,0,0,0,0
P0DX72,0,0,0,0
P0DX78,0,0,0,1
P0DX79,0,0,0,1
P0DX81,0,0,0,1
P0DX89,0,0,0,0
P0DX94,0,0,0,0
P0DX99,0,0,0,0
P0DXA0,0,0,0,0
P0DXA1,0,0,0,0
P0DXA8,0,1,1,0
P0DXC5,1,1,1,1
P0DXC6,1,1,1,1
P0DXC7,1,1,1,1
P0DXC9,0,0,0,0
P0DXD1,0,0,0,0
P0DXD3,1,1,1,1
P0DXD7,1,0,1,0
P0DXE9,0,0,0,0
P0DXF2,0,0,0,0
P0DXG7,1,1,1,1
P0DXG9,1,1,1,1
P0DXI7,1,1,1,1
P0DXI9,0,0,0,0
P0DXM0,0,0,0,0
P0DXM1,0,1,0,0
P0DXM2,0,1,0,0
P0DXM9,0,0,0,0
P0DXN0,0,0,0,0
P0DXN1,0,0,0,0
P0DXN2,0,0,0,0
P0DXN3,0,0,0,0
P0DXO0,0,0,0,0
P0DXO1,0,0,0,0
P0DXT0,0,0,0,0
P0DXT1,0,0,0,1
P0DXT2,0,0,0,1
P0DXT3,0,0,0,0
P0DXT4,0,0,0,1
P0DXT5,0,0,0,1
P0DXT6,0,0,0,0
P0DXT7,0,0,0,0
P0DXT8,0,0,0,0
P0DXT9,0,0,0,0
P0DXU0,0,0,0,0
P0DXU1,0,0,0,0
P0DXU2,0,0,0,0
P0DXU3,0,0,0,0
P0DXV1,1,1,1,1
P0DXV2,1,1,1,1
P0DXV9,1,0,1,1
P0DXW0,1,0,1,1
P0DXW1,1,0,1,1
P0DXW2,1,1,1,0
P0DXW3,0,0,0,0
P0DXW4,0,0,0,0
P0DXW5,0,0,0,0
P0DXW6,0,0,0,0
P0DXW9,0,0,0,0
P0DXX0,0,0,0,0
P0DXX4,0,0,0,0
P0DXX6,0,0,0,0
P0DXX7,0,0,0,1
P0DXZ3,0,0,0,1
P0DXZ8,0,0,0,0
P0DXZ9,0,0,0,0
P0DY00,0,0,0,0
P0DY02,0,0,0,0
P0DY03,0,0,0,0
P0DY15,0,0,0,0
P0DY17,0,0,0,0
P0DY19,0,0,0,0
P0DY20,0,0,0,0
P0DY21,0,0,0,0
P0DY23,1,0,1,1
P0DY24,0,0,0,0
P0DY25,0,0,0,0
P0DY26,0,0,0,0
P0DY27,0,0,0,0
P0DY38,0,0,0,0
P0DY39,0,0,0,0
P0DY40,0,0,0,0
P0DY41,0,0,0,0
P96857,0,0,0,1
P9WEF7,0,0,0,1
P9WEF8,1,1,1,1
P9WEF9,0,0,0,0
P9WEG0,1,1,1,1
P9WEG2,1,1,1,1
P9WEG3,1,1,1,1
P9WEG4,1,1,1,1
P9WEG5,1,1,1,1
P9WEG6,1,1,1,1
P9WEH4,0,0,0,0
P9WEH5,1,1,1,1
P9WEH7,1,1,1,1
P9WEH8,1,0,0,1
P9WEI1,0,1,1,0
P9WEI3,0,0,0,0
P9WEJ1,0,0,0,0
P9WEJ6,0,0,0,1
P9WEJ8,1,0,0,0
P9WEJ9,1,0,0,0
P9WEK0,1,0,0,1
P9WEK1,1,0,0,1
P9WEK2,1,0,1,1
P9WEK4,1,1,1,1
P9WEK5,1,1,1,0
P9WEK6,0,1,1,0
P9WEK8,0,0,0,1
P9WEL0,0,1,1,1
P9WEL2,0,0,0,0
P9WEL4,0,1,1,0
P9WEL6,0,1,1,1
P9WEL7,1,1,1,1
P9WEM0,1,1,1,0
P9WEM4,0,0,0,1
Q07CZ7,0,0,0,1
Q0ZQ42,1,0,1,1
Q0ZQ45,1,1,1,1
Q0ZS87,0,0,0,1
Q0ZS88,0,0,0,1
Q2U3H9,1,0,1,0
Q4WW95,0,0,0,1
Q4WW96,0,0,0,0
Q4WW99,0,0,0,0
Q4WWA0,0,0,0,0
Q58YW1,1,0,0,1
Q5AY37,1,0,1,1
Q5AY40,0,0,0,0
Q5AY42,0,0,0,0
Q5JEV0,0,0,0,0
Q5JFH3,0,0,0,0
Q5JGN5,0,0,0,0
Q5JIV0,0,0,0,0
Q5SC46,0,0,0,0
Q5SC54,0,0,0,1
Q5U425,0,0,0,0
Q6AYG1,0,0,0,0
Q6E7K7,0,0,0,0
Q6LXX7,1,0,0,0
Q6LZC0,0,0,0,1
Q6LZM3,0,0,0,0
Q6LZM4,0,0,0,0
Q6M0N8,1,0,1,0
Q6TS00,0,0,0,1
Q6UAX6,0,0,0,0
Q7PJ76,0,0,0,0
Q7PN86,0,0,0,0
Q7Y5A4,0,0,1,1
Q84626,0,0,0,1
Q84656,0,0,0,0
Q84666,0,0,0,0
Q8I6P7,0,0,0,0
Q8T9V8,0,0,0,0
Q92ZP7,1,1,1,1
Q980D0,0,1,1,1
Q98473,0,0,0,1
Q98500,1,0,0,1
Q98550,0,0,0,1
Q98573,0,0,0,0
Q98576,0,0,0,0
Q9FD33,1,1,1,1
Q9FD36,1,1,1,1
Q9HSN1,0,0,0,1
Q9J4L4,0,0,0,1
Q9J4L7,0,0,0,0
Q9NFZ1,0,0,0,0
Q9VPC1,0,0,0,0
Q9VPF9,0,0,0,0
Q9VRZ7,0,0,0,0
Q9XZ51,0,0,0,1
R9UC00,0,0,0,0
R9UC04,0,0,0,0
R9UC06,0,0,0,0
R9UC10,0,0,0,0
R9UCX1,0,0,0,0
R9UE59,0,0,0,0
R9UE63,0,0,0,0
R9UE65,0,0,0,0
R9UE68,0,0,0,0
R9UFE0,0,0,0,0
R9UFE4,0,0,0,0
R9UFJ8,0,0,0,0
T2FFK2,0,1,0,0
U5QDB5,0,0,0,0
V5K5P3,0,0,0,1
V5K5U3,0,0,0,1
V9GWY9,0,0,0,0
W8X9R5,1,1,1,1
A0A0C4DGP1,0,0,0,0
A0A3Q1LFG5,0,0,0,0
A0A410N6V5,0,0,0,1
A0AAN2H888,0,0,0,0
C0HM89,0,0,0,0
C0HMC4,0,0,0,0
C0HMD7,0,0,0,0
P0DRD9,0,0,0,0
P0DRF9,0,1,0,0
P0DRG1,0,0,0,0
P0DRI5,0,0,0,0
P0DTO5,0,0,0,0
P0DTO6,0,0,0,0
P0DTO9,0,0,0,0
P0DTP0,0,0,0,0
P0DXC3,0,0,0,0
P0DXM3,0,0,0,0
P0DXM4,0,0,0,0
P0DXM5,0,0,0,0
P0DXM6,0,0,0,0
P0DXM7,0,0,0,1
P0DXM8,0,0,0,1
P9WEH9,0,0,0,1
P9WEI0,0,0,0,1
P9WEJ2,0,0,0,0
P9WEJ3,0,0,0,0
P9WEJ4,0,0,0,0
P9WEJ5,0,0,0,0
Q5JFE2,0,0,0,0
